dataset,model,protocol,level,seed,accuracy,balanced_accuracy,sensitivity,specificity,f1,roc_auc,mcc,accuracy_bootmean,accuracy_lo95,accuracy_hi95,roc_auc_bootmean,roc_auc_lo95,roc_auc_hi95,sensitivity_bootmean,sensitivity_lo95,sensitivity_hi95,specificity_bootmean,specificity_lo95,specificity_hi95,p1_leak_fraction,acc_same_subject_seen,acc_subject_unseen,permutation_floor_balacc,permutation_floor_auc,permutation_floor_acc
handpd:meander,efficientnet_b0,P1_image,image,1,0.8505434782608695,0.6233108108108107,0.9966216216216216,0.25,0.9147286821705426,0.9153528528528528,0.44213382236807464,0.846875,0.7771739130434783,0.9131114130434782,0.9182311637091888,0.8372474690393994,0.9767586580086579,0.9969813768733803,0.9894366197183099,1.0,0.2521956759579136,0.16298524844720497,0.3596168154761905,,,,,,
handpd:meander,efficientnet_b0,P1_image,subject,1,0.8586956521739131,0.6388888888888888,1.0,0.2777777777777778,0.9192546583850931,0.942942942942943,0.48607690082139554,0.8588586956521741,0.7823369565217392,0.9239130434782609,0.9491673480664363,0.8563112331081081,0.9953286913674237,1.0,1.0,1.0,0.2791448551453768,0.11096491228070175,0.5,,,,,,
handpd:meander,efficientnet_b0,P2_subject,image,1,0.8586956521739131,0.6388888888888888,1.0,0.2777777777777778,0.9192546583850931,0.8964902402402403,0.48607690082139554,0.8566847826086956,0.7961956521739131,0.9103940217391304,0.8930935908365236,0.7935041920731707,0.9585765941722972,1.0,1.0,1.0,0.2672174623868993,0.14989583333333334,0.375,,,,,,
handpd:meander,efficientnet_b0,P2_subject,subject,1,0.8369565217391305,0.5833333333333334,1.0,0.16666666666666666,0.9079754601226994,0.9241741741741742,0.3722590214168318,0.8346739130434783,0.7608695652173914,0.9021739130434783,0.9302782398780007,0.8270729166666666,0.989293795881423,1.0,1.0,1.0,0.15361524622683564,0.0,0.35730519480519485,,,,,,
handpd:meander,efficientnet_b0,leakage_probe,image,1,,,,,,,,,,,,,,,,,,,,0.967391304347826,0.8539325842696629,0.75,0.5,0.5877439939939939,0.8043478260869565
handpd:meander,vgg16,P1_image,image,2,0.8070652173913043,0.5121996996996997,0.9966216216216216,0.027777777777777776,0.8925869894099848,0.8279373123123124,0.107642600280505,0.801399456521739,0.7255434782608695,0.8858695652173914,0.8266323014221277,0.7507947665433389,0.8856713567952416,0.9965832687524013,0.9864818585708997,1.0,0.027413167388681003,0.0,0.0652536231884058,,,,,,
handpd:meander,vgg16,P1_image,subject,2,0.8043478260869565,0.5,1.0,0.0,0.891566265060241,0.9106606606606608,0.0,0.8015760869565217,0.717391304347826,0.8807065217391306,0.9140240264501232,0.8374095394736842,0.9668601015027496,1.0,1.0,1.0,0.0,0.0,0.0,,,,,,
handpd:meander,vgg16,P2_subject,image,2,0.8070652173913043,0.5069444444444444,1.0,0.013888888888888888,0.8929110105580694,0.7797484984984985,0.10583920649955453,0.8056114130434783,0.7251358695652174,0.8805027173913044,0.7841902475680187,0.6473819435138033,0.8983154694570136,1.0,1.0,1.0,0.015259930091526703,0.0,0.046875,,,,,,
handpd:meander,vgg16,P2_subject,subject,2,0.8043478260869565,0.5,1.0,0.0,0.891566265060241,0.7837837837837838,0.0,0.8015760869565217,0.717391304347826,0.8807065217391306,0.7798326334078831,0.6399415584415584,0.8956329164662499,1.0,1.0,1.0,0.0,0.0,0.0,,,,,,
handpd:meander,vgg16,leakage_probe,image,2,,,,,,,,,,,,,,,,,,,,0.9565217391304348,0.8096590909090909,0.75,0.5,0.5105574324324325,0.8043478260869565
